DATETIME, REPOSITORY_URL, BRANCH, SCORE, LEVEL, RESULT, DROP_INTERVAL, VALUE_MODE, VALUE_PREDICT_WEIGHT, 1LINE_SCORE, 2LINE_SCORE, 3LINE_SCORE, 4LINE_SCORE, GAMEOVER_SCORE, DROPDOWN_SCORE, BLOCK_NO, TRIAL_NUM, SCORE_MEAN, SCORE_STDEV, SCORE_MAX, SCORE_MIN
2022/09/06_22:55:32, https://github.com/cookie4869/tetris, cookie3_branch, 8602, 2, SUCCESS, 1000, predict, outputs/2022-09-03-11-40-46/trained_model/tetris_epoch754_score17400.pt, 3400, 900, 700, 1300, 0, 2302, 123, 10, 7836.20, 691.37, 8602, 6830
2022/09/06_22:57:41, https://github.com/cookie4869/tetris, cookie3_branch, 13859, 3, SUCCESS, 1000, predict, outputs/2022-09-06-08-01-43/trained_model/tetris_epoch2577_score71800.pt, 2000, 3900, 3500, 2600, 0, 1859, 177, 10, 11884.90, 1352.03, 13859, 9092
2022/09/06_22:58:17, https://github.com/cookie4869/tetris, cookie3_branch, 12998, 3, SUCCESS, 1000, predict, outputs/2022-09-03-11-40-46/trained_model/tetris_epoch754_score17400.pt, 3300, 3600, 1400, 2600, 0, 2098, 179, 10, 11705.50, 893.52, 12998, 10189
2022/09/06_23:01:14, https://github.com/cookie4869/tetris, cookie3_branch, 11957, 3, SUCCESS, 1000, predict, outputs/2022-09-04-15-33-43/trained_model/tetris_epoch1392_score103500.pt, 3700, 3300, 1400, 1300, 0, 2257, 177, 10, 10842.80, 902.92, 11957, 8589
2022/09/06_23:03:55, https://github.com/cookie4869/tetris, cookie3_branch, 9418, 3, SUCCESS, 1000, predict, outputs/2022-09-06-08-01-43/trained_model/tetris_epoch1683_score71700.pt, 3300, 3000, 1400, 0, 0, 1718, 152, 10, 2584.10, 3571.02, 9418, 653
2022/09/09_12:03:03, https://github.com/seigot/tetris, master, -1417, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -3500, 1983, 177, 10, -1627.50, 208.96, -1417, -2032
2022/09/09_12:29:58, https://github.com/seigot/tetris, master, -1147, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3000, 1853, 180, 10, -1732.50, 308.68, -1147, -2108
2022/09/09_12:30:25, https://github.com/seigot/tetris, master, -1335, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 200, 0, 0, 0, -3500, 1965, 180, 10, -1558.10, 102.31, -1335, -1733
2022/09/09_22:37:17, https://github.com/cookie4869/tetris, cookie2_branch, 13794, 2, SUCCESS, 1000, predict, outputs/2022-08-31-08-05-53/trained_model/tetris_epoch1007_score173400.pt, 2500, 3600, 3500, 1300, 0, 2894, 175, 10, 3934.20, 5359.46, 13794, 367
2022/09/10_0:35:23, https://github.com/cookie4869/tetris, cookie3_branch, 0, 3, python_start.py_NG, 1000, predict, outputs/latest/best_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -

2022/09/10_12:22:58, https://github.com/seigot/tetris, master, -1110, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3000, 1890, 178, 10, -1434.60, 182.43, -1110, -1646
2022/09/10_14:18:20, https://github.com/seigot/tetris, master, -1105, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3000, 1895, 177, 10, -1672.70, 304.36, -1105, -2110
2022/09/10_23:42:24, https://github.com/AtsutoshiNaraki/tetris, Ryuoh, 35494, 3, SUCCESS, 1, default, outputs/latest/best_weight.pt, 51800, 9600, 700, 0, -50500, 23894, 3651, 10, 20065.20, 9008.18, 35494, 6899
